Record_Hour,NMHC(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Month,DateOfMonth,Weekday,Weekend,dNMHC,dNOx,dNO2
6.0,0.0,77.0,987.0,63.0,1001.0,464.0,3.3,84.3,0.6617,2,21,0,0,0.0,--106.0,--60.0
7.0,0.0,183.0,766.0,123.0,1129.0,699.0,4.2,80.9,0.6742,2,21,0,0,0.0,--73.0,--41.0
8.0,0.0,256.0,609.0,164.0,1282.0,1006.0,5.1,75.0,0.6646,2,21,0,0,0.0,--99.0,--54.0
9.0,0.0,355.0,566.0,218.0,1375.0,1206.0,4.6,77.6,0.6651,2,21,0,0,0.0,--136.0,--36.0
10.0,0.0,491.0,614.0,254.0,1260.0,1122.0,3.8,84.3,0.6811,2,21,0,0,0.0,104.0,44.0
11.0,0.0,387.0,684.0,210.0,1196.0,1069.0,6.2,77.4,0.7383,2,21,0,0,0.0,3.0,2.0
12.0,0.0,384.0,694.0,208.0,1199.0,1062.0,7.7,67.6,0.7133,2,21,0,0,0.0,16.0,4.0
13.0,0.0,368.0,623.0,204.0,1303.0,1162.0,8.1,64.8,0.7039,2,21,0,0,0.0,110.0,32.0
14.0,0.0,258.0,664.0,172.0,1227.0,1010.0,8.1,64.0,0.6942,2,21,0,0,0.0,27.0,15.0
15.0,0.0,231.0,694.0,157.0,1184.0,931.0,6.9,71.3,0.7118,2,21,0,0,0.0,--59.0,--24.0
16.0,0.0,290.0,641.0,181.0,1272.0,1025.0,7.0,73.7,0.7425,2,21,0,0,0.0,--45.0,--13.0
17.0,0.0,335.0,618.0,194.0,1290.0,1110.0,7.3,70.0,0.7195,2,21,0,0,0.0,42.0,1.0
18.0,0.0,293.0,656.0,193.0,1281.0,979.0,5.8,77.8,0.7223,2,21,0,0,0.0,--233.0,--59.0
19.0,0.0,526.0,469.0,252.0,1682.0,1409.0,5.4,80.9,0.7293,2,21,0,0,0.0,--81.0,--31.0
20.0,0.0,607.0,466.0,283.0,1633.0,1438.0,5.5,79.8,0.7261,2,21,0,0,0.0,281.0,75.0
21.0,0.0,326.0,680.0,208.0,1194.0,1083.0,5.6,74.0,0.6808,2,21,0,0,0.0,138.0,65.0
22.0,0.0,188.0,811.0,143.0,1082.0,916.0,5.6,71.9,0.6604,2,21,0,0,0.0,25.0,19.0
23.0,0.0,163.0,914.0,124.0,1046.0,825.0,6.4,70.7,0.6848,2,21,0,0,0.0,61.0,35.0
0.0,0.0,102.0,1015.0,89.0,1015.0,704.0,6.3,70.1,0.6733,2,22,1,0,0.0,7.0,4.0
1.0,0.0,95.0,992.0,85.0,1032.0,668.0,4.4,80.5,0.6825,2,22,1,0,0.0,24.0,19.0
2.0,0.0,71.0,1112.0,66.0,963.0,512.0,3.9,83.1,0.6787,2,22,1,0,0.0,0.0,0.0
3.0,0.0,0.0,1327.0,0.0,908.0,385.0,2.5,86.6,0.6407,2,22,1,0,0.0,0.0,0.0
4.0,0.0,46.0,1349.0,46.0,918.0,377.0,3.4,85.4,0.6736,2,22,1,0,0.0,--16.0,--14.0
5.0,0.0,62.0,1152.0,60.0,956.0,467.0,3.3,84.5,0.6608,2,22,1,0,0.0,--108.0,--57.0
6.0,0.0,170.0,929.0,117.0,1035.0,691.0,3.4,84.5,0.664,2,22,1,0,0.0,--143.0,--61.0
7.0,0.0,313.0,690.0,178.0,1180.0,981.0,3.4,84.5,0.6677,2,22,1,0,0.0,--374.0,--117.0
8.0,0.0,687.0,490.0,295.0,1523.0,1369.0,4.1,82.7,0.682,2,22,1,0,0.0,--70.0,52.0
9.0,0.0,757.0,418.0,243.0,1789.0,1589.0,4.6,80.3,0.6889,2,22,1,0,0.0,198.0,--12.0
10.0,0.0,559.0,528.0,255.0,1435.0,1370.0,6.1,74.0,0.7025,2,22,1,0,0.0,273.0,54.0
11.0,0.0,286.0,725.0,201.0,1140.0,1005.0,9.1,58.4,0.6787,2,22,1,0,0.0,--38.0,--7.0
12.0,0.0,324.0,653.0,208.0,1225.0,1105.0,11.4,48.9,0.658,2,22,1,0,0.0,8.0,--4.0
13.0,0.0,316.0,611.0,212.0,1282.0,1142.0,8.3,64.4,0.7072,2,22,1,0,0.0,--91.0,--26.0
14.0,0.0,407.0,573.0,238.0,1355.0,1105.0,6.5,71.0,0.6903,2,22,1,0,0.0,102.0,37.0
15.0,0.0,305.0,657.0,201.0,1245.0,917.0,6.6,71.1,0.6973,2,22,1,0,0.0,--55.0,--17.0
16.0,0.0,360.0,613.0,218.0,1305.0,1050.0,7.4,69.3,0.7165,2,22,1,0,0.0,21.0,--4.0
17.0,0.0,339.0,702.0,222.0,1177.0,848.0,6.4,70.6,0.6834,2,22,1,0,0.0,35.0,16.0
18.0,0.0,304.0,650.0,206.0,1236.0,952.0,5.8,72.5,0.6718,2,22,1,0,0.0,--93.0,--45.0
19.0,0.0,397.0,601.0,251.0,1335.0,1059.0,5.6,71.6,0.6556,2,22,1,0,0.0,127.0,61.0
20.0,0.0,270.0,717.0,190.0,1141.0,720.0,4.2,77.8,0.6491,2,22,1,0,0.0,--69.0,--28.0
21.0,0.0,339.0,680.0,218.0,1201.0,981.0,4.3,79.5,0.6648,2,22,1,0,0.0,149.0,68.0
22.0,0.0,190.0,903.0,150.0,1005.0,648.0,4.5,75.5,0.6429,2,22,1,0,0.0,64.0,39.0
23.0,0.0,126.0,995.0,111.0,986.0,611.0,4.4,77.1,0.6523,2,22,1,0,0.0,--63.0,--31.0
0.0,0.0,189.0,852.0,142.0,1050.0,773.0,4.2,78.2,0.6506,2,23,2,0,0.0,43.0,23.0
1.0,0.0,146.0,907.0,119.0,1007.0,703.0,4.0,79.3,0.6517,2,23,2,0,0.0,48.0,32.0
2.0,0.0,98.0,1063.0,87.0,951.0,560.0,3.9,78.7,0.643,2,23,2,0,0.0,0.0,0.0
3.0,0.0,0.0,1161.0,0.0,948.0,499.0,3.5,80.6,0.6403,2,23,2,0,0.0,0.0,0.0
4.0,0.0,75.0,1132.0,70.0,959.0,575.0,3.2,82.8,0.6426,2,23,2,0,0.0,--2.0,2.0
5.0,0.0,77.0,1261.0,68.0,894.0,478.0,4.1,76.0,0.6304,2,23,2,0,0.0,5.0,2.0
6.0,0.0,72.0,1251.0,66.0,912.0,442.0,4.2,75.9,0.6311,2,23,2,0,0.0,--80.0,--51.0
7.0,0.0,152.0,1084.0,117.0,994.0,602.0,4.5,76.3,0.648,2,23,2,0,0.0,--185.0,--80.0
8.0,0.0,337.0,719.0,197.0,1208.0,936.0,4.4,79.1,0.6687,2,23,2,0,0.0,--23.0,--1.0
9.0,0.0,360.0,740.0,198.0,1114.0,870.0,4.3,79.8,0.6706,2,23,2,0,0.0,117.0,31.0
10.0,0.0,243.0,881.0,167.0,1022.0,688.0,3.1,83.0,0.6419,2,23,2,0,0.0,--34.0,--13.0
11.0,0.0,277.0,895.0,180.0,1004.0,706.0,2.8,83.9,0.6326,2,23,2,0,0.0,11.0,11.0
12.0,0.0,266.0,900.0,169.0,1020.0,756.0,3.9,79.5,0.6482,2,23,2,0,0.0,--51.0,--41.0
13.0,0.0,317.0,701.0,210.0,1192.0,974.0,5.1,74.5,0.6621,2,23,2,0,0.0,--58.0,--22.0
14.0,0.0,375.0,629.0,232.0,1244.0,1121.0,5.7,72.5,0.6686,2,23,2,0,0.0,26.0,9.0
15.0,0.0,349.0,638.0,223.0,1243.0,1064.0,5.6,74.6,0.6826,2,23,2,0,0.0,--28.0,--1.0
16.0,0.0,377.0,653.0,224.0,1231.0,1076.0,5.4,75.9,0.6875,2,23,2,0,0.0,--26.0,--14.0
17.0,0.0,403.0,632.0,238.0,1254.0,1090.0,4.9,78.2,0.6826,2,23,2,0,0.0,--19.0,--11.0
18.0,0.0,422.0,610.0,249.0,1289.0,1119.0,4.8,79.0,0.6845,2,23,2,0,0.0,34.0,26.0
19.0,0.0,388.0,605.0,223.0,1317.0,1181.0,4.8,78.6,0.6826,2,23,2,0,0.0,--43.0,--21.0
20.0,0.0,431.0,590.0,244.0,1331.0,1240.0,4.6,78.2,0.6686,2,23,2,0,0.0,6.0,1.0
21.0,0.0,425.0,619.0,243.0,1264.0,1254.0,4.2,79.7,0.6647,2,23,2,0,0.0,34.0,17.0
22.0,0.0,391.0,657.0,226.0,1212.0,1192.0,4.3,78.9,0.6621,2,23,2,0,0.0,160.0,59.0
23.0,0.0,231.0,825.0,167.0,1053.0,1020.0,4.2,77.9,0.6479,2,23,2,0,0.0,--17.0,--5.0
0.0,0.0,248.0,831.0,172.0,1051.0,916.0,3.2,83.0,0.645,2,24,3,0,0.0,106.0,52.0
1.0,0.0,142.0,977.0,120.0,983.0,798.0,5.1,74.5,0.6626,2,24,3,0,0.0,25.0,20.0
2.0,0.0,117.0,956.0,100.0,1023.0,762.0,4.0,80.8,0.6666,2,24,3,0,0.0,0.0,0.0
3.0,0.0,0.0,1080.0,0.0,964.0,685.0,4.3,81.0,0.677,2,24,3,0,0.0,0.0,0.0
4.0,0.0,96.0,1148.0,86.0,960.0,619.0,2.9,85.3,0.6503,2,24,3,0,0.0,9.0,5.0
5.0,0.0,87.0,1135.0,81.0,962.0,606.0,3.3,84.5,0.6612,2,24,3,0,0.0,--110.0,--50.0
6.0,0.0,197.0,937.0,131.0,1051.0,788.0,3.6,84.4,0.6724,2,24,3,0,0.0,--93.0,--39.0
7.0,0.0,290.0,755.0,170.0,1146.0,947.0,3.8,83.8,0.6771,2,24,3,0,0.0,--331.0,--97.0
8.0,0.0,621.0,555.0,267.0,1400.0,1254.0,4.1,82.5,0.6819,2,24,3,0,0.0,--24.0,--2.0
9.0,0.0,645.0,522.0,269.0,1439.0,1352.0,3.9,83.9,0.6847,2,24,3,0,0.0,72.0,25.0
10.0,0.0,573.0,640.0,244.0,1228.0,1165.0,4.1,83.9,0.6967,2,24,3,0,0.0,159.0,12.0
11.0,0.0,414.0,728.0,232.0,1142.0,1025.0,4.6,82.0,0.6997,2,24,3,0,0.0,100.0,36.0
12.0,0.0,314.0,770.0,196.0,1117.0,941.0,5.5,79.5,0.7238,2,24,3,0,0.0,--3.0,1.0
13.0,0.0,317.0,697.0,195.0,1206.0,1000.0,6.7,76.2,0.7519,2,24,3,0,0.0,27.0,6.0
14.0,0.0,290.0,685.0,189.0,1223.0,962.0,7.9,69.0,0.7394,2,24,3,0,0.0,--95.0,--23.0
15.0,0.0,385.0,612.0,212.0,1299.0,1214.0,8.5,66.3,0.7387,2,24,3,0,0.0,--122.0,--55.0
16.0,0.0,507.0,537.0,267.0,1364.0,1428.0,7.6,70.8,0.7399,2,24,3,0,0.0,--27.0,5.0
17.0,0.0,534.0,525.0,262.0,1388.0,1484.0,7.2,72.4,0.7372,2,24,3,0,0.0,--67.0,--8.0
18.0,0.0,601.0,468.0,270.0,1503.0,1658.0,6.7,74.2,0.7326,2,24,3,0,0.0,18.0,10.0
19.0,0.0,583.0,473.0,260.0,1522.0,1632.0,6.1,75.8,0.7184,2,24,3,0,0.0,32.0,--5.0
20.0,0.0,551.0,485.0,265.0,1492.0,1628.0,6.3,74.9,0.7187,2,24,3,0,0.0,4.0,3.0
21.0,0.0,547.0,531.0,262.0,1399.0,1481.0,6.0,78.0,0.7345,2,24,3,0,0.0,162.0,35.0
22.0,0.0,385.0,652.0,227.0,1218.0,1205.0,5.6,81.2,0.7443,2,24,3,0,0.0,67.0,35.0
23.0,0.0,318.0,681.0,192.0,1201.0,1106.0,5.5,81.5,0.7393,2,24,3,0,0.0,--38.0,--10.0
0.0,0.0,356.0,657.0,202.0,1215.0,1106.0,5.3,84.1,0.753,2,25,4,0,0.0,30.0,13.0
1.0,0.0,326.0,692.0,189.0,1181.0,1092.0,5.2,83.9,0.7487,2,25,4,0,0.0,93.0,32.0
2.0,0.0,233.0,767.0,157.0,1127.0,984.0,5.1,83.5,0.7416,2,25,4,0,0.0,0.0,0.0
3.0,0.0,0.0,854.0,0.0,1046.0,889.0,5.0,82.9,0.73,2,25,4,0,0.0,0.0,0.0
4.0,0.0,116.0,863.0,97.0,1053.0,848.0,5.0,82.5,0.7265,2,25,4,0,0.0,--4.0,--3.0
5.0,0.0,120.0,991.0,100.0,1025.0,771.0,5.0,82.8,0.7273,2,25,4,0,0.0,--108.0,--46.0
6.0,0.0,228.0,872.0,146.0,1095.0,895.0,5.2,80.7,0.7219,2,25,4,0,0.0,--75.0,--29.0
7.0,0.0,303.0,751.0,175.0,1161.0,1003.0,5.3,80.2,0.7179,2,25,4,0,0.0,0.0,0.0
8.0,0.0,0.0,494.0,0.0,1568.0,1442.0,5.7,79.7,0.734,2,25,4,0,0.0,0.0,0.0
9.0,0.0,0.0,411.0,0.0,1868.0,1727.0,6.2,76.8,0.7355,2,25,4,0,0.0,0.0,0.0
10.0,0.0,529.0,504.0,190.0,1533.0,1606.0,8.3,67.4,0.7384,2,25,4,0,0.0,--86.0,24.0
11.0,0.0,615.0,615.0,166.0,1324.0,1354.0,10.8,52.1,0.6746,2,25,4,0,0.0,317.0,13.0
12.0,0.0,298.0,771.0,153.0,1084.0,914.0,13.0,40.3,0.6028,2,25,4,0,0.0,--19.0,--14.0
13.0,0.0,317.0,707.0,167.0,1122.0,913.0,10.9,44.8,0.5849,2,25,4,0,0.0,12.0,30.0
14.0,0.0,305.0,727.0,137.0,1097.0,847.0,11.5,42.1,0.5706,2,25,4,0,0.0,52.0,--3.0
15.0,0.0,253.0,762.0,140.0,1067.0,778.0,12.5,38.5,0.5568,2,25,4,0,0.0,--43.0,--10.0
16.0,0.0,296.0,723.0,150.0,1104.0,835.0,12.6,38.5,0.5586,2,25,4,0,0.0,3.0,--2.0
17.0,0.0,293.0,710.0,152.0,1124.0,903.0,12.3,38.4,0.5488,2,25,4,0,0.0,--60.0,--25.0
18.0,0.0,353.0,631.0,177.0,1233.0,1157.0,10.2,43.1,0.5366,2,25,4,0,0.0,--46.0,--12.0
19.0,0.0,399.0,625.0,189.0,1229.0,1237.0,8.6,48.2,0.5385,2,25,4,0,0.0,--55.0,--6.0
20.0,0.0,454.0,609.0,195.0,1309.0,1253.0,7.8,50.8,0.5384,2,25,4,0,0.0,98.0,16.0
21.0,0.0,356.0,735.0,179.0,1098.0,1130.0,7.3,52.8,0.5404,2,25,4,0,0.0,--117.0,--9.0
22.0,0.0,473.0,629.0,188.0,1233.0,1373.0,6.2,62.4,0.5958,2,25,4,0,0.0,--9.0,18.0
23.0,0.0,482.0,648.0,170.0,1193.0,1338.0,5.1,68.2,0.6033,2,25,4,0,0.0,39.0,9.0
0.0,0.0,443.0,687.0,161.0,1133.0,1268.0,4.7,69.0,0.5936,2,26,5,1,0.0,70.0,16.0
1.0,0.0,373.0,757.0,145.0,1063.0,1125.0,4.0,69.8,0.5756,2,26,5,1,0.0,53.0,9.0
2.0,0.0,320.0,771.0,136.0,1063.0,1054.0,3.4,71.3,0.5626,2,26,5,1,0.0,0.0,0.0
3.0,0.0,0.0,729.0,0.0,1061.0,1090.0,2.8,74.0,0.5591,2,26,5,1,0.0,0.0,0.0
4.0,0.0,233.0,784.0,122.0,1004.0,1029.0,2.3,75.1,0.5514,2,26,5,1,0.0,72.0,7.0
5.0,0.0,161.0,897.0,115.0,947.0,882.0,3.8,66.2,0.5359,2,26,5,1,0.0,24.0,12.0
6.0,0.0,137.0,993.0,103.0,897.0,717.0,4.6,60.5,0.5173,2,26,5,1,0.0,--7.0,--5.0
7.0,0.0,144.0,1121.0,108.0,855.0,599.0,5.7,54.3,0.5022,2,26,5,1,0.0,--38.0,--16.0
8.0,0.0,182.0,966.0,124.0,926.0,687.0,6.2,51.3,0.488,2,26,5,1,0.0,--45.0,--9.0
9.0,0.0,227.0,899.0,133.0,927.0,706.0,6.7,49.5,0.4892,2,26,5,1,0.0,24.0,9.0
10.0,0.0,203.0,920.0,124.0,912.0,682.0,8.8,45.0,0.5114,2,26,5,1,0.0,24.0,8.0
11.0,0.0,179.0,924.0,116.0,909.0,629.0,9.6,43.5,0.5202,2,26,5,1,0.0,8.0,3.0
12.0,0.0,171.0,892.0,113.0,939.0,664.0,9.8,43.3,0.5238,2,26,5,1,0.0,--10.0,--4.0
13.0,0.0,181.0,868.0,117.0,972.0,664.0,9.9,43.5,0.53,2,26,5,1,0.0,6.0,--1.0
14.0,0.0,175.0,863.0,118.0,953.0,630.0,9.8,44.1,0.5332,2,26,5,1,0.0,27.0,10.0
15.0,0.0,148.0,962.0,108.0,906.0,524.0,9.7,45.1,0.5417,2,26,5,1,0.0,16.0,10.0
16.0,0.0,132.0,955.0,98.0,911.0,488.0,9.0,47.3,0.542,2,26,5,1,0.0,--30.0,--19.0
17.0,0.0,162.0,888.0,117.0,961.0,609.0,7.4,56.0,0.5797,2,26,5,1,0.0,--23.0,--9.0
18.0,0.0,185.0,863.0,126.0,974.0,684.0,6.4,61.7,0.5956,2,26,5,1,0.0,--49.0,--16.0
19.0,0.0,234.0,821.0,142.0,1008.0,788.0,6.8,58.0,0.5758,2,26,5,1,0.0,--41.0,--15.0
20.0,0.0,275.0,663.0,157.0,1188.0,1030.0,7.3,56.7,0.5806,2,26,5,1,0.0,3.0,--4.0
21.0,0.0,272.0,713.0,161.0,1106.0,1026.0,7.2,56.7,0.579,2,26,5,1,0.0,--59.0,--8.0
22.0,0.0,331.0,689.0,169.0,1139.0,1182.0,6.7,59.1,0.5848,2,26,5,1,0.0,--16.0,3.0
23.0,0.0,347.0,637.0,166.0,1224.0,1284.0,5.9,62.1,0.5808,2,26,5,1,0.0,--141.0,--23.0
0.0,0.0,488.0,612.0,189.0,1230.0,1371.0,6.3,60.4,0.5811,2,27,6,1,0.0,84.0,5.0
1.0,0.0,404.0,679.0,184.0,1121.0,1234.0,5.5,60.2,0.5458,2,27,6,1,0.0,149.0,39.0
2.0,0.0,255.0,798.0,145.0,1004.0,1060.0,4.6,64.4,0.5525,2,27,6,1,0.0,0.0,0.0
3.0,0.0,0.0,790.0,0.0,1022.0,1038.0,3.5,68.8,0.5458,2,27,6,1,0.0,0.0,0.0
4.0,0.0,174.0,840.0,119.0,979.0,970.0,2.8,70.9,0.5383,2,27,6,1,0.0,66.0,32.0
5.0,0.0,108.0,988.0,87.0,915.0,751.0,3.7,65.9,0.5295,2,27,6,1,0.0,1.0,10.0
6.0,0.0,107.0,949.0,77.0,949.0,742.0,1.6,74.3,0.5168,2,27,6,1,0.0,--81.0,--35.0
7.0,0.0,188.0,900.0,112.0,955.0,879.0,1.4,76.3,0.5261,2,27,6,1,0.0,--37.0,--6.0
8.0,0.0,225.0,894.0,118.0,949.0,871.0,2.5,69.5,0.5172,2,27,6,1,0.0,17.0,--6.0
9.0,0.0,208.0,891.0,124.0,956.0,890.0,3.7,64.8,0.5208,2,27,6,1,0.0,--62.0,--20.0
10.0,0.0,270.0,739.0,144.0,1053.0,1059.0,7.8,49.9,0.5307,2,27,6,1,0.0,68.0,16.0
11.0,0.0,202.0,817.0,128.0,972.0,808.0,11.2,37.1,0.4936,2,27,6,1,0.0,34.0,8.0
12.0,0.0,168.0,888.0,120.0,884.0,616.0,12.6,30.6,0.446,2,27,6,1,0.0,--23.0,--11.0
13.0,0.0,191.0,898.0,131.0,868.0,609.0,10.3,32.9,0.4131,2,27,6,1,0.0,42.0,16.0
14.0,0.0,149.0,1012.0,115.0,804.0,471.0,10.0,35.5,0.4346,2,27,6,1,0.0,48.0,33.0
15.0,0.0,101.0,1053.0,82.0,803.0,391.0,8.8,40.0,0.4538,2,27,6,1,0.0,--33.0,--18.0
16.0,0.0,134.0,1033.0,100.0,807.0,398.0,8.3,40.3,0.4431,2,27,6,1,0.0,--16.0,--11.0
17.0,0.0,150.0,1035.0,111.0,791.0,419.0,7.9,38.9,0.4141,2,27,6,1,0.0,--38.0,--21.0
18.0,0.0,188.0,1007.0,132.0,822.0,509.0,6.8,41.0,0.4072,2,27,6,1,0.0,--66.0,--23.0
19.0,0.0,254.0,886.0,155.0,884.0,723.0,6.0,42.0,0.3962,2,27,6,1,0.0,--70.0,--26.0
20.0,0.0,324.0,801.0,181.0,955.0,888.0,5.5,43.5,0.3963,2,27,6,1,0.0,86.0,26.0
21.0,0.0,238.0,975.0,155.0,826.0,596.0,4.6,46.8,0.4001,2,27,6,1,0.0,110.0,50.0
22.0,0.0,128.0,1079.0,105.0,793.0,451.0,4.5,48.0,0.4085,2,27,6,1,0.0,--41.0,--14.0
23.0,0.0,169.0,950.0,119.0,870.0,581.0,4.3,48.6,0.4069,2,27,6,1,0.0,--46.0,--31.0
0.0,0.0,215.0,913.0,150.0,878.0,698.0,4.0,50.0,0.4115,2,28,0,0,0.0,104.0,56.0
1.0,0.0,111.0,1119.0,94.0,797.0,423.0,4.0,52.9,0.4338,2,28,0,0,0.0,51.0,38.0
2.0,0.0,60.0,1268.0,56.0,755.0,332.0,4.0,51.0,0.42,2,28,0,0,0.0,0.0,0.0
3.0,0.0,0.0,1435.0,0.0,699.0,280.0,3.9,48.1,0.393,2,28,0,0,0.0,0.0,0.0
4.0,0.0,29.0,1609.0,28.0,667.0,261.0,3.8,48.0,0.3879,2,28,0,0,0.0,4.0,3.0
5.0,0.0,25.0,1664.0,25.0,669.0,252.0,3.6,50.3,0.4022,2,28,0,0,0.0,--9.0,--6.0
6.0,0.0,34.0,1665.0,31.0,684.0,257.0,2.8,52.6,0.3972,2,28,0,0,0.0,--55.0,--35.0
7.0,0.0,89.0,1378.0,66.0,732.0,308.0,2.5,52.7,0.3908,2,28,0,0,0.0,--123.0,--45.0
8.0,0.0,212.0,1015.0,111.0,837.0,456.0,2.7,50.5,0.3804,2,28,0,0,0.0,--4.0,--11.0
9.0,0.0,216.0,943.0,122.0,842.0,527.0,2.7,49.4,0.3714,2,28,0,0,0.0,25.0,7.0
10.0,0.0,191.0,1040.0,115.0,780.0,475.0,3.3,45.2,0.354,2,28,0,0,0.0,--9.0,--8.0
11.0,0.0,200.0,1084.0,123.0,744.0,434.0,3.1,43.3,0.3354,2,28,0,0,0.0,36.0,4.0
12.0,0.0,164.0,1137.0,119.0,726.0,385.0,3.7,38.8,0.3123,2,28,0,0,0.0,--21.0,--6.0
13.0,0.0,185.0,1016.0,125.0,757.0,435.0,4.0,36.8,0.3016,2,28,0,0,0.0,29.0,15.0
14.0,0.0,156.0,1045.0,110.0,731.0,421.0,3.7,35.0,0.2823,2,28,0,0,0.0,1.0,--1.0
15.0,0.0,155.0,1134.0,111.0,673.0,371.0,3.4,32.4,0.2563,2,28,0,0,0.0,--3.0,--3.0
16.0,0.0,158.0,1099.0,114.0,699.0,382.0,3.3,33.1,0.2592,2,28,0,0,0.0,--8.0,0.0
17.0,0.0,166.0,1093.0,114.0,716.0,408.0,2.6,35.1,0.2618,2,28,0,0,0.0,--102.0,--26.0
18.0,0.0,268.0,849.0,140.0,858.0,676.0,2.1,36.6,0.2634,2,28,0,0,0.0,--41.0,--1.0
19.0,0.0,309.0,790.0,141.0,885.0,798.0,1.6,37.9,0.2645,2,28,0,0,0.0,12.0,--1.0
20.0,0.0,297.0,814.0,142.0,870.0,793.0,1.4,38.0,0.2615,2,28,0,0,0.0,72.0,19.0
21.0,0.0,225.0,1015.0,123.0,727.0,573.0,1.0,36.6,0.2456,2,28,0,0,0.0,103.0,33.0
22.0,0.0,122.0,1183.0,90.0,655.0,402.0,1.1,35.4,0.2382,2,28,0,0,0.0,22.0,11.0
23.0,0.0,100.0,1285.0,79.0,621.0,343.0,1.0,34.3,0.2292,2,28,0,0,0.0,14.0,10.0
0.0,0.0,86.0,1327.0,69.0,642.0,322.0,1.0,37.4,0.2487,3,1,1,0,0.0,15.0,9.0
1.0,0.0,71.0,1364.0,60.0,640.0,307.0,0.7,41.2,0.2693,3,1,1,0,0.0,32.0,23.0
2.0,0.0,39.0,1498.0,37.0,602.0,268.0,0.2,40.6,0.2566,3,1,1,0,0.0,0.0,0.0
3.0,0.0,0.0,1791.0,0.0,559.0,227.0,0.1,40.0,0.2499,3,1,1,0,0.0,0.0,0.0
4.0,0.0,29.0,1804.0,27.0,551.0,221.0,--0.1,37.5,0.2326,3,1,1,0,0.0,--3.0,--3.0
5.0,0.0,32.0,1727.0,30.0,561.0,225.0,--0.3,38.4,0.2347,3,1,1,0,0.0,--5.0,--3.0
6.0,0.0,37.0,1677.0,33.0,579.0,232.0,--0.6,40.1,0.2404,3,1,1,0,0.0,--97.0,--51.0
7.0,0.0,134.0,1361.0,84.0,652.0,313.0,--0.6,41.4,0.2478,3,1,1,0,0.0,--224.0,--63.0
8.0,0.0,358.0,911.0,147.0,839.0,629.0,--0.2,40.2,0.2478,3,1,1,0,0.0,4.0,4.0
9.0,0.0,354.0,853.0,143.0,840.0,790.0,0.6,36.8,0.2388,3,1,1,0,0.0,70.0,21.0
10.0,0.0,284.0,988.0,122.0,720.0,630.0,2.8,30.3,0.2294,3,1,1,0,0.0,71.0,13.0
11.0,0.0,213.0,1122.0,109.0,660.0,472.0,3.1,29.1,0.224,3,1,1,0,0.0,39.0,14.0
12.0,0.0,174.0,1181.0,95.0,647.0,378.0,3.3,29.2,0.2288,3,1,1,0,0.0,17.0,1.0
13.0,0.0,157.0,1097.0,94.0,684.0,384.0,3.1,31.0,0.2386,3,1,1,0,0.0,--21.0,--8.0
14.0,0.0,178.0,1030.0,102.0,709.0,426.0,3.2,30.8,0.2399,3,1,1,0,0.0,--9.0,--5.0
15.0,0.0,187.0,1074.0,107.0,701.0,442.0,3.3,31.5,0.2464,3,1,1,0,0.0,--11.0,--6.0
16.0,0.0,198.0,1045.0,113.0,710.0,467.0,4.1,28.6,0.2363,3,1,1,0,0.0,12.0,3.0
17.0,0.0,186.0,1073.0,110.0,708.0,448.0,3.9,29.2,0.2378,3,1,1,0,0.0,--17.0,--6.0
18.0,0.0,203.0,922.0,116.0,815.0,582.0,1.9,35.0,0.2494,3,1,1,0,0.0,--110.0,--32.0
19.0,0.0,313.0,815.0,148.0,887.0,892.0,1.8,35.4,0.2497,3,1,1,0,0.0,--29.0,--8.0
20.0,0.0,342.0,751.0,156.0,935.0,1006.0,1.4,36.5,0.2503,3,1,1,0,0.0,32.0,--3.0
21.0,0.0,310.0,913.0,159.0,796.0,852.0,0.8,36.3,0.2388,3,1,1,0,0.0,145.0,43.0
22.0,0.0,165.0,1137.0,116.0,672.0,543.0,0.6,34.1,0.221,3,1,1,0,0.0,13.0,6.0
23.0,0.0,152.0,1143.0,110.0,669.0,529.0,0.3,31.9,0.2031,3,1,1,0,0.0,11.0,8.0
0.0,0.0,141.0,1184.0,102.0,637.0,465.0,0.2,30.2,0.191,3,2,2,0,0.0,19.0,9.0
1.0,0.0,122.0,1253.0,93.0,601.0,405.0,0.0,29.7,0.1847,3,2,2,0,0.0,43.0,26.0
2.0,0.0,79.0,1307.0,67.0,605.0,332.0,--0.1,31.9,0.1975,3,2,2,0,0.0,0.0,0.0
3.0,0.0,0.0,1294.0,0.0,650.0,420.0,--1.1,41.4,0.2379,3,2,2,0,0.0,0.0,0.0
4.0,0.0,81.0,1302.0,75.0,669.0,532.0,--1.4,44.9,0.2536,3,2,2,0,0.0,4.0,2.0
5.0,0.0,77.0,1262.0,73.0,698.0,630.0,--1.3,46.3,0.2635,3,2,2,0,0.0,--47.0,--23.0
6.0,0.0,124.0,1158.0,96.0,722.0,768.0,--1.2,47.2,0.27,3,2,2,0,0.0,--35.0,--14.0
7.0,0.0,159.0,1023.0,110.0,813.0,866.0,--1.3,47.5,0.2702,3,2,2,0,0.0,--237.0,--40.0
8.0,0.0,396.0,690.0,150.0,1056.0,1254.0,--1.9,51.4,0.2801,3,2,2,0,0.0,--83.0,--19.0
9.0,0.0,479.0,669.0,169.0,1072.0,1347.0,--0.5,45.9,0.2763,3,2,2,0,0.0,41.0,--12.0
